# notes:
# this table was generated applying 10^r to the second column
# because the data was log10(N_e/N_A)
# the negative points were symmetrized to interpolate zero radius
#
#  raio          N_e / N_A
 0.0188492   1.0099130869e+02
 0.0189984   1.0096085040e+02
 0.0190966   1.0094085988e+02
 0.0192421   1.0091088151e+02
 0.0193931   1.0087975063e+02
 0.0194925   1.0085907945e+02
 0.0196910   1.0081728552e+02
 0.0198430   1.0078525524e+02
 0.0199431   1.0076390737e+02
 0.0200940   1.0073166210e+02
 0.0201969   1.0070962991e+02
 0.0203492   1.0067670656e+02
 0.0205020   1.0064333049e+02
 0.0207091   1.0059791973e+02
 0.0208618   1.0056410666e+02
 0.0210202   1.0052891609e+02
 0.0211245   1.0050553970e+02
 0.0212791   1.0047083231e+02
 0.0214394   1.0043451808e+02
 0.0215450   1.0041047002e+02
 0.0217015   1.0037463985e+02
 0.0218638   1.0033720520e+02
 0.0219706   1.0031248751e+02
 0.0221291   1.0027553783e+02
 0.0222933   1.0023698612e+02
 0.0225619   1.0017353506e+02
 0.0227281   1.0013386972e+02
 0.0229998   1.0006841017e+02
 0.0231661   1.0002809548e+02
 0.0234382   9.9961554221e+01
 0.0236065   9.9920132209e+01
 0.0238820   9.9851593493e+01
 0.0240523   9.9809067945e+01
 0.0243312   9.9738538483e+01
 0.0245036   9.9694683741e+01
 0.0247860   9.9622170589e+01
 0.0249606   9.9576991297e+01
 0.0252465   9.9502501711e+01
 0.0254232   9.9456231651e+01
 0.0257127   9.9379544076e+01
 0.0258917   9.9331730142e+01
 0.0261848   9.9253081697e+01
 0.0263660   9.9203958044e+01
 0.0266628   9.9122900105e+01
 0.0268463   9.9072472138e+01
 0.0271470   9.8989242296e+01
 0.0273328   9.8937287632e+01
 0.0276372   9.8851667569e+01
 0.0279496   9.8763165218e+01
 0.0281976   9.8692238594e+01
 0.0285124   9.8601381530e+01
 0.0288272   9.8509927626e+01
 0.0292045   9.8399071405e+01
 0.0293965   9.8342218205e+01
 0.0297122   9.8248063714e+01
 0.0300244   9.8154225378e+01
 0.0302182   9.8095706639e+01
 0.0304941   9.8011717594e+01
 0.0306902   9.7951705009e+01
 0.0310357   9.7845081652e+01
 0.0313103   9.7759731478e+01
 0.0315899   9.7672206743e+01
 0.0320106   9.7539606679e+01
 0.0323614   9.7427823346e+01
 0.0325783   9.7358304046e+01
 0.0329340   9.7243593677e+01
 0.0331540   9.7171968340e+01
 0.0335147   9.7054125329e+01
 0.0338850   9.6932184440e+01
 0.0341794   9.6834474484e+01
 0.0347010   9.6659601426e+01
 0.0349304   9.6582179148e+01
 0.0353067   9.6454390267e+01
 0.0357642   9.6297718971e+01
 0.0362251   9.6138424343e+01
 0.0365309   9.6032005806e+01
 0.0368462   9.5921508493e+01
 0.0371566   9.5812241394e+01
 0.0374766   9.5698911931e+01
 0.0381165   9.5470017022e+01
 0.0387663   9.5235090756e+01
 0.0390911   9.5116530404e+01
 0.0397560   9.4871987755e+01
 0.0400962   9.4746025324e+01
 0.0406911   9.4523762432e+01
 0.0411176   9.4363273864e+01
 0.0417290   9.4131287743e+01
 0.0419943   9.4029905577e+01
 0.0425241   9.3826388481e+01
 0.0432447   9.3547029191e+01
 0.0439695   9.3263132856e+01
 0.0442485   9.3153247536e+01
 0.0449909   9.2858571850e+01
 0.0454574   9.2672099044e+01
 0.0462215   9.2364269544e+01
 0.0465160   9.2245035005e+01
 0.0472999   9.1925076508e+01
 0.0477929   9.1722524625e+01
 0.0486015   9.1387963591e+01
 0.0495330   9.0998870126e+01
 0.0502684   9.0689080794e+01
 0.0511285   9.0324174269e+01
 0.0514610   9.0182236186e+01
 0.0523475   8.9801791354e+01
 0.0532503   8.9411421597e+01
 0.0541678   8.9011680419e+01
 0.0547461   8.8758305000e+01
 0.0553232   8.8504428081e+01
 0.0560854   8.8167393115e+01
 0.0570028   8.7759471663e+01
 0.0576414   8.7474002751e+01
 0.0580325   8.7298543914e+01
 0.0588939   8.6910650400e+01
 0.0597766   8.6511332234e+01
 0.0606088   8.6132886181e+01
 0.0611863   8.5869315308e+01
 0.0621372   8.5433854348e+01
 0.0627655   8.5144970628e+01
 0.0634126   8.4846513293e+01
 0.0641229   8.4518153444e+01
 0.0647764   8.4215106073e+01
 0.0655126   8.3872772635e+01
 0.0659676   8.3660797463e+01
 0.0665795   8.3375221365e+01
 0.0670610   8.3150142914e+01
 0.0677814   8.2812519904e+01
 0.0686355   8.2411344596e+01
 0.0690567   8.2213284683e+01
 0.0697086   8.1906053365e+01
 0.0705338   8.1516589253e+01
 0.0714528   8.1082102193e+01
 0.0722909   8.0685036537e+01
 0.0727843   8.0450917248e+01
 0.0734200   8.0149164594e+01
 0.0741612   7.9796896337e+01
 0.0746585   7.9560407707e+01
 0.0751388   7.9331743678e+01
 0.0758252   7.9004894960e+01
 0.0766503   7.8611484939e+01
 0.0771569   7.8370027651e+01
 0.0777587   7.8082911747e+01
 0.0786482   7.7658142773e+01
 0.0795253   7.7239419297e+01
 0.0801055   7.6962293264e+01
 0.0806800   7.6687750731e+01
 0.0810621   7.6505384119e+01
 0.0816338   7.6232120425e+01
 0.0821062   7.6006546501e+01
 0.0825776   7.5781465565e+01
 0.0833308   7.5421644923e+01
 0.0838899   7.5154847865e+01
 0.0846399   7.4796796896e+01
 0.0851968   7.4531008872e+01
 0.0855688   7.4353599875e+01
 0.0864057   7.3954737519e+01
 0.0870530   7.3646311410e+01
 0.0878876   7.3248881928e+01
 0.0886266   7.2897225635e+01
 0.0890441   7.2698759448e+01
 0.0896427   7.2414410568e+01
 0.0903781   7.2065266996e+01
 0.0910624   7.1740764435e+01
 0.0915661   7.1502133403e+01
 0.0923908   7.1111690007e+01
 0.0928470   7.0895880393e+01
 0.0934923   7.0591108220e+01
 0.0939499   7.0375095953e+01
 0.0945016   7.0115009950e+01
 0.0952392   6.9767634773e+01
 0.0956054   6.9595474469e+01
 0.0963473   6.9246846432e+01
 0.0971761   6.8857935890e+01
 0.0978761   6.8530200115e+01
 0.0983857   6.8291869224e+01
 0.0990383   6.7987019117e+01
 0.0995059   6.7768987948e+01
 0.1001563   6.7466005906e+01
 0.1004400   6.7333935712e+01
 0.1010984   6.7027959720e+01
 0.1018492   6.6679602164e+01
 0.1022288   6.6503882473e+01
 0.1028892   6.6198324888e+01
 0.1036491   6.5847455884e+01
 0.1042672   6.5562725609e+01
 0.1045984   6.5410278764e+01
 0.1051745   6.5145586747e+01
 0.1056537   6.4925604218e+01
 0.1062257   6.4663617969e+01
 0.1066140   6.4485934825e+01
 0.1072898   6.4177234690e+01
 0.1080599   6.3826201654e+01
 0.1089257   6.3432671161e+01
 0.1095001   6.3172054300e+01
 0.1103600   6.2782990744e+01
 0.1112013   6.2403363716e+01
 0.1117489   6.2156850420e+01
 0.1125476   6.1798224823e+01
 0.1131702   6.1519245438e+01
 0.1136863   6.1288359954e+01
 0.1140976   6.1104753997e+01
 0.1147183   6.0828204873e+01
 0.1155424   6.0461789927e+01
 0.1161118   6.0209358494e+01
 0.1166858   5.9955495977e+01
 0.1174124   5.9634694669e+01
 0.1179914   5.9379836849e+01
 0.1184650   5.9171693635e+01
 0.1190938   5.8896027109e+01
 0.1196786   5.8640140204e+01
 0.1203693   5.8338599626e+01
 0.1211679   5.7991053704e+01
 0.1220813   5.7594896212e+01
 0.1228884   5.7246112538e+01
 0.1235407   5.6964855492e+01
 0.1243518   5.6616367287e+01
 0.1250126   5.6333274977e+01
 0.1256703   5.6052243502e+01
 0.1261070   5.5866054409e+01
 0.1267752   5.5581850276e+01
 0.1276613   5.5206218503e+01
 0.1282203   5.4969906720e+01
 0.1286139   5.4803841296e+01
 0.1292864   5.4520897953e+01
 0.1301902   5.4141838616e+01
 0.1307015   5.3928085167e+01
 0.1312111   5.3715422990e+01
 0.1320123   5.3382142466e+01
 0.1325296   5.3167593073e+01
 0.1333309   5.2836129992e+01
 0.1340887   5.2523904135e+01
 0.1345533   5.2332923907e+01
 0.1353082   5.2023432080e+01
 0.1359567   5.1758537939e+01
 0.1363681   5.1590887624e+01
 0.1371309   5.1280824593e+01
 0.1376083   5.1087305821e+01
 0.1382034   5.0846726689e+01
 0.1386187   5.0679229094e+01
 0.1393363   5.0390538560e+01
 0.1398784   5.0173107484e+01
 0.1403589   4.9980891697e+01
 0.1409592   4.9741284943e+01
 0.1414468   4.9547186679e+01
 0.1419939   4.9329986885e+01
 0.1426606   4.9066039034e+01
 0.1433954   4.8776091869e+01
 0.1443143   4.8414895634e+01
 0.1449884   4.8150965521e+01
 0.1459142   4.7789996641e+01
 0.1465906   4.7527174919e+01
 0.1470223   4.7359924350e+01
 0.1476401   4.7121271418e+01
 0.1485636   4.6765760372e+01
 0.1491773   4.6530422931e+01
 0.1497284   4.6319727952e+01
 0.1502069   4.6137281346e+01
 0.1511611   4.5774751995e+01
 0.1517531   4.5550694192e+01
 0.1526838   4.5199746593e+01
 0.1532762   4.4977260536e+01
 0.1542211   4.4623743441e+01
 0.1548703   4.4381911185e+01
 0.1552832   4.4228478551e+01
 0.1559683   4.3974610355e+01
 0.1569234   4.3622243735e+01
 0.1573317   4.3472138028e+01
 0.1580099   4.3223506893e+01
 0.1586850   4.2976891504e+01
 0.1592291   4.2778741107e+01
 0.1598420   4.2556313544e+01
 0.1604536   4.2335042491e+01
 0.1610640   4.2114824961e+01
 0.1620788   4.1750434540e+01
 0.1629024   4.1456153146e+01
 0.1635873   4.1212503781e+01
 0.1646885   4.0822537814e+01
 0.1657305   4.0455726072e+01
 0.1663544   4.0237130356e+01
 0.1673918   3.9875211538e+01
 0.1681643   3.9607187106e+01
 0.1691571   3.9264403130e+01
 0.1697986   3.9043882759e+01
 0.1704392   3.8824511497e+01
 0.1715046   3.8461480717e+01
 0.1721427   3.8245117541e+01
 0.1728003   3.8022966770e+01
 0.1734570   3.7801932301e+01
 0.1743312   3.7509130770e+01
 0.1752039   3.7218254390e+01
 0.1756453   3.7071742513e+01
 0.1765326   3.6778329554e+01
 0.1769785   3.6631440731e+01
 0.1778693   3.6339253370e+01
 0.1783141   3.6193951492e+01
 0.1792029   3.5904757677e+01
 0.1798033   3.5710258995e+01
 0.1807028   3.5420280816e+01
 0.1816011   3.5132252870e+01
 0.1828201   3.4743934691e+01
 0.1840372   3.4359196565e+01
 0.1846568   3.4164415892e+01
 0.1858946   3.3777694233e+01
 0.1865189   3.3583735437e+01
 0.1877723   3.3196783032e+01
 0.1890302   3.2811569137e+01
 0.1903112   3.2422462752e+01
 0.1915910   3.2036937944e+01
 0.1928948   3.1647615972e+01
 0.1935463   3.1454298217e+01
 0.1948615   3.1066691157e+01
 0.1955252   3.0872372094e+01
 0.1968521   3.0486460122e+01
 0.1975286   3.0291096881e+01
 0.1988811   2.9903154176e+01
 0.1995572   2.9710571104e+01
 0.2005915   2.9417787059e+01
 0.2016257   2.9127083445e+01
 0.2030184   2.8738956829e+01
 0.2044249   2.8350844503e+01
 0.2051283   2.8158272015e+01
 0.2065627   2.7768473104e+01
 0.2078141   2.7431717523e+01
 0.2090662   2.7097797937e+01
 0.2101353   2.6815197501e+01
 0.2112050   2.6534627789e+01
 0.2122755   2.6256086834e+01
 0.2137873   2.5866460200e+01
 0.2152926   2.5482908803e+01
 0.2167999   2.5103252821e+01
 0.2183009   2.4729537835e+01
 0.2197668   2.4368735830e+01
 0.2212353   2.4011483894e+01
 0.2224910   2.3709205449e+01
 0.2250088   2.3112131509e+01
 0.2267607   2.2703823400e+01
 0.2285175   2.2300161076e+01
 0.2303255   2.1890717680e+01
 0.2320826   2.1498690126e+01
 0.2338454   2.1111106663e+01
 0.2355372   2.0744501357e+01
 0.2372349   2.0381915653e+01
 0.2389154   2.0028157592e+01
 0.2406022   1.9678183225e+01
 0.2422923   1.9332632706e+01
 0.2457059   1.8650135867e+01
 0.2474358   1.8312093620e+01
 0.2509352   1.7644160513e+01
 0.2545023   1.6984900224e+01
 0.2563086   1.6659232909e+01
 0.2599897   1.6012347257e+01
 0.2618666   1.5691049772e+01
 0.2656769   1.5056256332e+01
 0.2676113   1.4742766937e+01
 0.2715653   1.4119977348e+01
 0.2756243   1.3505323763e+01
 0.2797963   1.2898850226e+01
 0.2840902   1.2300733232e+01
 0.2885154   1.1711135342e+01
 0.2930822   1.1130328954e+01
 0.2978006   1.0558689044e+01
 0.3026788   9.9969150119e+00
 0.3077179   9.4466538072e+00
 0.3125531   8.9461257813e+00
 0.3170029   8.5082844332e+00
 0.3209086   8.1412670366e+00
 0.3242130   7.8428697040e+00
 0.3270451   7.5957209266e+00
 0.3300818   7.3392553823e+00
 0.3348972   6.9501151489e+00
 0.3383044   6.6872721821e+00
 0.3438783   6.2786171214e+00
 0.3500552   5.8550687647e+00
 0.3564737   5.4455656735e+00
 0.3631593   5.0500537438e+00
 0.3701378   4.6685928438e+00
 0.3737228   4.4843035186e+00
 0.3773851   4.3037991951e+00
 0.3840395   3.9948824071e+00
 0.3895735   3.7556057905e+00
 0.3939129   3.5784998224e+00
 0.3971213   3.4531941778e+00
 0.4004528   3.3279439255e+00
 0.4028820   3.2396418456e+00
 0.4063579   3.1175612879e+00
 0.4105281   2.9774741521e+00
 0.4147584   2.8421631218e+00
 0.4191023   2.7099857050e+00
 0.4222914   2.6171041131e+00
 0.4255442   2.5258525823e+00
 0.4300529   2.4049275638e+00
 0.4339708   2.3048623832e+00
 0.4379869   2.2068915917e+00
 0.4417344   2.1194930655e+00
 0.4455717   2.0338269602e+00
 0.4531747   1.8748822607e+00
 0.4569972   1.8000600773e+00
 0.4609136   1.7267203208e+00
 0.4647702   1.6576353510e+00
 0.4687226   1.5899226634e+00
 0.4728870   1.5217944644e+00
 0.4771633   1.4551072347e+00
 0.4847470   1.3444913114e+00
 0.4899655   1.2736790341e+00
 0.4930426   1.2338319157e+00
 0.4964384   1.1914203122e+00
 0.4996269   1.1530416630e+00
 0.5068887   1.0705550390e+00
 0.5136947   9.9905408519e-01
 0.5202462   9.3512356220e-01
 0.5266708   8.7674843634e-01
 0.5329851   8.2323912048e-01
 0.5391949   7.7408205566e-01
 0.5453023   7.2885476937e-01
 0.5513077   6.8719343203e-01
 0.5572112   6.4877334727e-01
 0.5630124   6.1330428641e-01
 0.5687106   5.8052643411e-01
 0.5743046   5.5021065958e-01
 0.5797926   5.2215326744e-01
 0.5851710   4.9617856643e-01
 0.5904326   4.7214022211e-01
 0.5955626   4.4993419417e-01
 0.6005285   4.2953345964e-01
 0.6052610   4.1103991773e-01
 0.6096373   3.9472169765e-01
 0.6134957   3.8093072213e-01
 0.6169246   3.6912290917e-01
 0.6194898   3.6055705683e-01
 0.6220945   3.5208538665e-01
 0.6252509   3.4211490846e-01
 0.6274716   3.3529030818e-01
 0.6297216   3.2852997452e-01
 0.6319430   3.2200602664e-01
 0.6341937   3.1554332678e-01
 0.6363818   3.0940120445e-01
 0.6385982   3.0331647487e-01
 0.6407427   2.9755825283e-01
 0.6429142   2.9185356325e-01
 0.6450117   2.8646066779e-01
 0.6471350   2.8111757641e-01
 0.6491842   2.7606859182e-01
 0.6502180   2.7356151486e-01
 0.6522550   2.6869711287e-01
 0.6542662   2.6399214210e-01
 0.6562515   2.5944123320e-01
 0.6572278   2.5723674174e-01
 0.6582096   2.5504217301e-01
 0.6591970   2.5285701107e-01
 0.6601374   2.5079622778e-01
 0.6610828   2.4874422117e-01
 0.6620334   2.4670105118e-01
 0.6629892   2.4466621305e-01
 0.6638779   2.4279235073e-01
 0.6652194   2.3999599812e-01
 0.6661195   2.3814090515e-01
 0.6671887   2.3595870283e-01
 0.6684303   2.3345544088e-01
 0.6693672   2.3158690568e-01
 0.6699947   2.3034564196e-01
 0.6709401   2.2848989600e-01
 0.6715732   2.2725738236e-01
 0.6722242   2.2599821033e-01
 0.6730463   2.2441971164e-01
 0.6735966   2.2337059446e-01
 0.6744251   2.2180227687e-01
 0.6752577   2.2023939227e-01
 0.6758149   2.1920022722e-01
 0.6763738   2.1816445828e-01
 0.6770258   2.1696316120e-01
 0.6777716   2.1559912800e-01
 0.6785207   2.1423923061e-01
 0.6788964   2.1356102666e-01
 0.6796503   2.1220860967e-01
 0.6803328   2.1099249125e-01
 0.6810179   2.0978092691e-01
 0.6814762   2.0897483933e-01
 0.6819356   2.0817089049e-01
 0.6821658   2.0776959824e-01
 0.6826270   2.0696790328e-01
 0.6828581   2.0656797875e-01
 0.6833211   2.0576902512e-01
 0.6838548   2.0485284508e-01
 0.6843901   2.0393933555e-01
 0.6846584   2.0348340673e-01
 0.6851962   2.0257320532e-01
 0.6854656   2.0211893444e-01
 0.6857355   2.0166521792e-01
 0.6860059   2.0121251989e-01
 0.6862766   2.0075991355e-01
 0.6865477   2.0030832530e-01
 0.6868192   1.9985683247e-01
 0.6870912   1.9940635730e-01
 0.6873636   1.9895643939e-01
 0.6876364   1.9850707953e-01
 0.6880443   1.9783767521e-01
 0.6884531   1.9716962026e-01
 0.6888629   1.9650246378e-01
 0.6892736   1.9583711381e-01
 0.6894793   1.9550505903e-01
 0.6896852   1.9517356728e-01
 0.6898914   1.9484174031e-01
 0.6900978   1.9451092538e-01
 0.6903045   1.9418022501e-01
 0.6905114   1.9384964053e-01
 0.6907185   1.9351961886e-01
 0.6909259   1.9318971420e-01
 0.6912684   1.9264688895e-01
 0.6916115   1.9210514660e-01
 0.6919553   1.9156448659e-01
 0.6922998   1.9102446850e-01
 0.6926449   1.9048553412e-01
 0.6929906   1.8994768284e-01
 0.6933371   1.8941091410e-01
 0.6936842   1.8887479240e-01
 0.6940319   1.8834018818e-01
 0.6943804   1.8780623225e-01
 0.6947295   1.8727379012e-01
 0.6950793   1.8674199752e-01
 0.6954297   1.8621128625e-01
 0.6957809   1.8568165569e-01
 0.6961327   1.8515310520e-01
 0.6964852   1.8462563414e-01
 0.6967510   1.8422942643e-01
 0.6970172   1.8383364570e-01
 0.6972837   1.8343871522e-01
 0.6975507   1.8304421170e-01
 0.6978181   1.8265013603e-01
 0.6980858   1.8225690877e-01
 0.6983539   1.8186452808e-01
 0.6986225   1.8147257430e-01
 0.6988914   1.8108146525e-01
 0.6991607   1.8069078306e-01
 0.6994304   1.8030052861e-01
 0.6997005   1.7991111703e-01
 0.6999710   1.7952254649e-01
 0.7002419   1.7913440271e-01
 0.7005132   1.7874709814e-01
 0.7007849   1.7836063095e-01
 0.7010553   1.7797704837e-01
 0.7013260   1.7759429071e-01
 0.7015971   1.7721194817e-01
 0.7018686   1.7683042878e-01
 0.7021406   1.7644973075e-01
 0.7024129   1.7606944692e-01
 0.7026856   1.7569038721e-01
 0.7029587   1.7531133624e-01
 0.7032322   1.7493350587e-01
 0.7035061   1.7455608787e-01
 0.7037804   1.7417948415e-01
 0.7040551   1.7380369294e-01
 0.7043303   1.7342831317e-01
 0.7046058   1.7305414261e-01
 0.7048817   1.7268038171e-01
 0.7051580   1.7230742806e-01
 0.7054347   1.7193527991e-01
 0.7057119   1.7156393552e-01
 0.7059894   1.7119299897e-01
 0.7062674   1.7082325775e-01
 0.7065457   1.7045392262e-01
 0.7068245   1.7008538602e-01
 0.7071036   1.6971803701e-01
 0.7073832   1.6935109146e-01
 0.7076632   1.6898493928e-01
 0.7079436   1.6861996701e-01
 0.7082244   1.6825539559e-01
 0.7085056   1.6789199898e-01
 0.7087872   1.6752900149e-01
 0.7090692   1.6716717374e-01
 0.7093517   1.6680612747e-01
 0.7096299   1.6645160992e-01
 0.7099086   1.6609784583e-01
 0.7101830   1.6575093999e-01
 0.7104579   1.6540475868e-01
 0.7107331   1.6505930039e-01
 0.7110087   1.6471494288e-01
 0.7112847   1.6437092532e-01
 0.7115611   1.6402800394e-01
 0.7118379   1.6368617490e-01
 0.7121150   1.6334468209e-01
 0.7123926   1.6300427707e-01
 0.7126705   1.6266458143e-01
 0.7132276   1.6198805841e-01
 0.7135067   1.6165048055e-01
 0.7140661   1.6098855416e-01
 0.7144398   1.6054692802e-01
 0.7148143   1.6010577605e-01
 0.7151893   1.5966436570e-01
 0.7155650   1.5922343906e-01
 0.7160399   1.5866677700e-01
 0.7165158   1.5811060483e-01
 0.7172317   1.5727619729e-01
 0.7179499   1.5644259096e-01
 0.7186705   1.5560874496e-01
 0.7193935   1.5477542314e-01
 0.7198769   1.5421975186e-01
 0.7206040   1.5338680453e-01
 0.7213336   1.5255414071e-01
 0.7218214   1.5199909424e-01
 0.7225552   1.5116665390e-01
 0.7232915   1.5033461856e-01
 0.7237454   1.4982317629e-01
 0.7242003   1.4931209875e-01
 0.7248845   1.4854498697e-01
 0.7255709   1.4777841357e-01
 0.7262596   1.4701207247e-01
 0.7269505   1.4624566445e-01
 0.7274125   1.4573470963e-01
 0.7281073   1.4496861842e-01
 0.7285718   1.4445813378e-01
 0.7292705   1.4369213578e-01
 0.7299717   1.4292657938e-01
 0.7308927   1.4192503173e-01
 0.7315464   1.4121668097e-01
 0.7322023   1.4050863023e-01
 0.7326407   1.4003674258e-01
 0.7333002   1.3932883315e-01
 0.7339618   1.3862067204e-01
 0.7344040   1.3814908093e-01
 0.7350693   1.3744121952e-01
 0.7361830   1.3626176184e-01
 0.7368542   1.3555420678e-01
 0.7379607   1.3439310873e-01
 0.7390034   1.3330486518e-01
 0.7396317   1.3265175496e-01
 0.7402620   1.3199910909e-01
 0.7413171   1.3091095769e-01
 0.7419529   1.3025787833e-01
 0.7430173   1.2916980383e-01
 0.7436588   1.2851682861e-01
 0.7447274   1.2743420091e-01
 0.7453589   1.2679700633e-01
 0.7464160   1.2573523563e-01
 0.7470530   1.2509818248e-01
 0.7481197   1.2403607073e-01
 0.7491924   1.2297391515e-01
 0.7500550   1.2212427542e-01
 0.7513566   1.2084926127e-01
 0.7524912   1.1974489293e-01
 0.7530611   1.1919251949e-01
 0.7542063   1.1808779139e-01
 0.7553587   1.1698279675e-01
 0.7563246   1.1606171936e-01
 0.7571007   1.1532487698e-01
 0.7584457   1.1405517626e-01
 0.7594064   1.1315376267e-01
 0.7600498   1.1255246218e-01
 0.7613436   1.1134968685e-01
 0.7626471   1.1014606843e-01
 0.7633930   1.0946089631e-01
 0.7648947   1.0808987137e-01
 0.7656504   1.0740413456e-01
 0.7671719   1.0603152312e-01
 0.7687072   1.0465765511e-01
 0.7701508   1.0337582774e-01
 0.7708772   1.0273466285e-01
 0.7723397   1.0145115599e-01
 0.7730758   1.0080892882e-01
 0.7745580   9.9523582338e-02
 0.7759530   9.8322972575e-02
 0.7773601   9.7120967476e-02
 0.7787796   9.5917532961e-02
 0.7802118   9.4712870687e-02
 0.7815610   9.3586455697e-02
 0.7829218   9.2458533342e-02
 0.7842946   9.1329062583e-02
 0.7856795   9.0198226828e-02
 0.7869853   8.9139665490e-02
 0.7883022   8.8079735136e-02
 0.7896307   8.7018180860e-02
 0.7909709   8.5955169289e-02
 0.7922363   8.4958336450e-02
 0.7935126   8.3960110213e-02
 0.7948000   8.2960240043e-02
 0.7960988   8.1958688458e-02
 0.7985364   8.0098429334e-02
 0.8010161   7.8231741844e-02
 0.8033800   7.6475971028e-02
 0.8057846   7.4713830018e-02
 0.8080782   7.3055009237e-02
 0.8104112   7.1389772832e-02
 0.8126374   6.9821150378e-02
 0.8149018   6.8245968287e-02
 0.8170637   6.6761333077e-02
 0.8192624   6.5270208498e-02
 0.8213624   6.3863835851e-02
 0.8234982   6.2450942922e-02
 0.8255388   6.1117418209e-02
 0.8276141   5.9777534669e-02
 0.8295976   5.8512277139e-02
 0.8316148   5.7240840219e-02
 0.8335434   5.6039467517e-02
 0.8355047   5.4831862750e-02
 0.8373803   5.3690320938e-02
 0.8392878   5.2542774282e-02
 0.8411124   5.1457656079e-02
 0.8429679   5.0366526383e-02
 0.8447444   4.9333508192e-02
 0.8465509   4.8294758644e-02
 0.8482620   4.7321554212e-02
 0.8500017   4.6342664479e-02
 0.8516678   4.5415280408e-02
 0.8533617   4.4482480803e-02
 0.8549843   4.3598244240e-02
 0.8566340   4.2708763701e-02
 0.8582145   4.1865376382e-02
 0.8598214   4.1016821242e-02
 0.8613613   4.0212030196e-02
 0.8629268   3.9402066532e-02
 0.8644273   3.8633584081e-02
 0.8659527   3.7860208383e-02
 0.8674150   3.7126242752e-02
 0.8689015   3.6387481697e-02
 0.8703269   3.5686092758e-02
 0.8717758   3.4980096239e-02
 0.8731654   3.4309548267e-02
 0.8745778   3.3634424414e-02
 0.8759326   3.2993090629e-02
 0.8773098   3.2347371775e-02
 0.8786308   3.1733794132e-02
 0.8799736   3.1115945346e-02
 0.8812626   3.0528396947e-02
 0.8825729   2.9936636222e-02
 0.8838171   2.9380014108e-02
 0.8850816   2.8819404323e-02
 0.8862956   2.8286030153e-02
 0.8875294   2.7748914578e-02
 0.8887140   2.7237735612e-02
 0.8899179   2.6722802380e-02
 0.8910739   2.6232700445e-02
 0.8922488   2.5738901033e-02
 0.8933771   2.5268880408e-02
 0.8945238   2.4795336128e-02
 0.8956251   2.4344395782e-02
 0.8967444   2.3890101780e-02
 0.8978195   2.3457406828e-02
 0.8989120   2.3021467277e-02
 0.8999616   2.2606222615e-02
 0.9010282   2.2187787610e-02
 0.9020529   2.1789135518e-02
 0.9030943   2.1387400397e-02
 0.9040949   2.1004628270e-02
 0.9051116   2.0618829149e-02
 0.9060887   2.0251164433e-02
 0.9070817   1.9880623468e-02
 0.9080347   1.9527785680e-02
 0.9090031   1.9172202172e-02
 0.9099568   1.8824827272e-02
 0.9109263   1.8474555584e-02
 0.9121714   1.8029056511e-02
 0.9136211   1.7516365553e-02
 0.9145263   1.7199586261e-02
 0.9154465   1.6880138280e-02
 0.9163301   1.6575857327e-02
 0.9172284   1.6269005276e-02
 0.9180910   1.5976733831e-02
 0.9189680   1.5681947659e-02
 0.9198101   1.5401109193e-02
 0.9206662   1.5117848888e-02
 0.9214885   1.4847967217e-02
 0.9223243   1.4575719433e-02
 0.9231276   1.4316142084e-02
 0.9239441   1.4054260531e-02
 0.9247203   1.3807244009e-02
 0.9255093   1.3558074001e-02
 0.9262674   1.3320422497e-02
 0.9270380   1.3080730558e-02
 0.9277786   1.2852097157e-02
 0.9285313   1.2621471762e-02
 0.9292548   1.2401465231e-02
 0.9299901   1.2179543195e-02
 0.9306968   1.1967818660e-02
 0.9314151   1.1754197942e-02
 0.9321056   1.1550399349e-02
 0.9328073   1.1344751830e-02
 0.9334819   1.1148514422e-02
 0.9341676   1.0950501273e-02
 0.9348267   1.0761504708e-02
 0.9354966   1.0570827844e-02
 0.9361406   1.0388838620e-02
 0.9367951   1.0205187772e-02
 0.9374244   1.0029909168e-02
 0.9380640   9.8530344216e-03
 0.9386790   9.6841609774e-03
 0.9393040   9.5137339001e-03
 0.9399052   9.3509557099e-03
 0.9405163   9.1866675442e-03
 0.9410978   9.0314191824e-03
 0.9416887   8.8747882560e-03
 0.9422571   8.7251318795e-03
 0.9428347   8.5741287375e-03
 0.9433904   8.4298529718e-03
 0.9439551   8.2842271776e-03
 0.9444983   8.1450733561e-03
 0.9450504   8.0046620297e-03
 0.9455815   7.8704578970e-03
 0.9461212   7.7350121461e-03
 0.9466405   7.6055565532e-03
 0.9471682   7.4748761276e-03
 0.9476759   7.3499942613e-03
 0.9481919   7.2239378344e-03
 0.9486883   7.1034446371e-03
 0.9491928   6.9818417356e-03
 0.9496783   6.8656079488e-03
 0.9501716   6.7482785384e-03
 0.9506463   6.6361164747e-03
 0.9511286   6.5228891773e-03
 0.9515929   6.4146505152e-03
 0.9520646   6.3053761542e-03
 0.9525188   6.2008182203e-03
 0.9529803   6.0952847623e-03
 0.9534199   5.9954115467e-03
 0.9538665   5.8945818157e-03
 0.9542965   5.7981173375e-03
 0.9547334   5.7007369271e-03
 0.9551541   5.6075609147e-03
 0.9555815   5.5135078849e-03
 0.9564112   5.3326244552e-03
 0.9572230   5.1579009751e-03
 0.9580173   4.9890976003e-03
