# notes:
# this table was generated applying 10^r to the second column
# because the data was log10(N_e/N_A)
# the negative points were symmetrized to interpolate zero radius
#
#  raio          N_e / N_A
 0.9587945   4.8260186956e-03
 0.9595549   4.6683993509e-03
 0.9602990   4.5160526867e-03
 0.9610272   4.3687681765e-03
 0.9617398   4.2263747204e-03
 0.9624366   4.0888577325e-03
 0.9631322   3.9532474548e-03
 0.9635963   3.8637053564e-03
 0.9638756   3.8101844477e-03
 0.9645477   3.6825529491e-03
 0.9652051   3.5592295629e-03
 0.9658485   3.4399885736e-03
 0.9664714   3.3259521745e-03
 0.9670811   3.2156961079e-03
 0.9676777   3.1090807370e-03
 0.9682616   3.0059932428e-03
 0.9688332   2.9063037348e-03
 0.9693928   2.8099138180e-03
 0.9699405   2.7167019845e-03
 0.9704768   2.6265217409e-03
 0.9710019   2.5392706913e-03
 0.9715161   2.4548671817e-03
 0.9720196   2.3732036084e-03
 0.9725130   2.2941668497e-03
 0.9729911   2.2185080044e-03
 0.9734595   2.1452899587e-03
 0.9739186   2.0744453591e-03
 0.9743663   2.0062174335e-03
 0.9748033   1.9404256195e-03
 0.9752304   1.8769253500e-03
 0.9756484   1.8155616475e-03
 0.9760580   1.7561879786e-03
 0.9764599   1.6986738455e-03
 0.9768550   1.6428995097e-03
 0.9772440   1.5887296473e-03
 0.9776278   1.5360133843e-03
 0.9780004   1.4855353815e-03
 0.9783658   1.4367030046e-03
 0.9787241   1.3894790403e-03
 0.9790756   1.3438165951e-03
 0.9794203   1.2996757029e-03
 0.9797584   1.2570194569e-03
 0.9800900   1.2158024102e-03
 0.9804153   1.1759855897e-03
 0.9807343   1.1375251305e-03
 0.9810471   1.1003579866e-03
 0.9813540   1.0644542493e-03
 0.9816551   1.0297575860e-03
 0.9819473   9.9659797411e-04
 0.9822340   9.6456167039e-04
 0.9825148   9.3365193151e-04
 0.9827975   9.0302339104e-04
 0.9829183   8.9007581374e-04
 0.9831030   8.7045635437e-04
 0.9833757   8.4186411920e-04
 0.9836429   8.1425981086e-04
 0.9839048   7.8760234403e-04
 0.9841616   7.6186320612e-04
 0.9844132   7.3700256612e-04
 0.9846598   7.1299092146e-04
 0.9849015   6.8979652153e-04
 0.9851384   6.6738278511e-04
 0.9853706   6.4572410648e-04
 0.9855981   6.2477695192e-04
 0.9858212   6.0450375094e-04
 0.9860376   5.8509313165e-04
 0.9862497   5.6630448350e-04
 0.9864577   5.4811287041e-04
 0.9866617   5.3049830424e-04
 0.9868616   5.1343917273e-04
 0.9870577   4.9691487796e-04
 0.9872499   4.8090799811e-04
 0.9874385   4.6538566303e-04
 0.9876234   4.5033219862e-04
 0.9878048   4.3573455289e-04
 0.9879828   4.2158000047e-04
 0.9881575   4.0785050088e-04
 0.9883271   3.9467807381e-04
 0.9884936   3.8190117977e-04
 0.9886570   3.6950898229e-04
 0.9888174   3.5748761462e-04
 0.9889749   3.4581911895e-04
 0.9891296   3.3449143370e-04
 0.9892815   3.2349606330e-04
 0.9894308   3.1282683445e-04
 0.9895774   3.0247675136e-04
 0.9897214   2.9243813125e-04
 0.9898630   2.8270403034e-04
 0.9900022   2.7326436420e-04
 0.9901376   2.6420254697e-04
 0.9902707   2.5540829623e-04
 0.9904016   2.4687493578e-04
 0.9905304   2.3859756106e-04
 0.9906571   2.3057169914e-04
 0.9907817   2.2279272222e-04
 0.9909042   2.1526627709e-04
 0.9910287   2.0773706910e-04
 0.9910914   2.0399569385e-04
 0.9911970   1.9775751676e-04
 0.9913167   1.9079324741e-04
 0.9914345   1.8405219449e-04
 0.9915504   1.7752969216e-04
 0.9916645   1.7122217125e-04
 0.9917768   1.6512430397e-04
 0.9918875   1.5923260496e-04
 0.9919964   1.5353910333e-04
 0.9921026   1.4809111398e-04
 0.9922072   1.4282163483e-04
 0.9923102   1.3772570368e-04
 0.9924117   1.3279997706e-04
 0.9925118   1.2804157275e-04
 0.9926104   1.2344627796e-04
 0.9927076   1.1900932720e-04
 0.9928033   1.1472762414e-04
 0.9928978   1.1059029079e-04
 0.9929908   1.0659160460e-04
 0.9930826   1.0272945876e-04
 0.9931732   9.8998587915e-05
 0.9932615   9.5435070794e-05
 0.9933486   9.1995376259e-05
 0.9934346   8.8676797401e-05
 0.9935194   8.5475175269e-05
 0.9936031   8.2381368106e-05
 0.9936856   7.9392229863e-05
 0.9937671   7.6506264925e-05
 0.9938475   7.3720623559e-05
 0.9939268   7.1032483644e-05
 0.9940051   6.8439527098e-05
 0.9940824   6.5940008684e-05
 0.9941588   6.3528265787e-05
 0.9942334   6.1223055440e-05
 0.9943070   5.8996194671e-05
 0.9943798   5.6846535258e-05
 0.9944516   5.4772807221e-05
 0.9945226   5.2772661787e-05
 0.9945927   5.0843799800e-05
 0.9946619   4.8983972205e-05
 0.9947303   4.7189785144e-05
 0.9947979   4.5457966055e-05
 0.9948646   4.3788795580e-05
 0.9949326   4.2128500369e-05
 0.9949683   4.1273946795e-05
 0.9950344   3.9719612233e-05
 0.9950997   3.8223108217e-05
 0.9951643   3.6783580413e-05
 0.9952281   3.5396962846e-05
 0.9952911   3.4059478971e-05
 0.9953535   3.2769740329e-05
 0.9954151   3.1526444899e-05
 0.9954760   3.0329482488e-05
 0.9955362   2.9177763514e-05
 0.9955951   2.8081609772e-05
 0.9956534   2.7026512004e-05
 0.9957110   2.6008781131e-05
 0.9957680   2.5027127147e-05
 0.9958243   2.4080638606e-05
 0.9958801   2.3169838145e-05
 0.9959352   2.2293794830e-05
 0.9959898   2.1451220151e-05
 0.9960437   2.0640775013e-05
 0.9960971   1.9860080294e-05
 0.9961499   1.9107153826e-05
 0.9962021   1.8380909637e-05
 0.9962533   1.7688825596e-05
 0.9963039   1.7023152902e-05
 0.9963541   1.6382946008e-05
 0.9964037   1.5767251681e-05
 0.9964527   1.5174975550e-05
 0.9965013   1.4604106790e-05
 0.9965494   1.4053872202e-05
 0.9965970   1.3523745833e-05
 0.9966441   1.3013226832e-05
 0.9966907   1.2522268165e-05
 0.9967369   1.2050192923e-05
 0.9967826   1.1596101285e-05
 0.9968278   1.1158838702e-05
 0.9968726   1.0737643973e-05
 0.9969170   1.0332061914e-05
 0.9969609   9.9415705771e-06
 0.9970043   9.5658815743e-06
 0.9970474   9.2046440777e-06
 0.9970900   8.8573131619e-06
 0.9971322   8.5232062911e-06
 0.9971741   8.2004181842e-06
 0.9972128   7.9104465426e-06
 0.9972477   7.6558426705e-06
 0.9972892   7.3606132649e-06
 0.9973303   7.0767849757e-06
 0.9973710   6.8041988937e-06
 0.9974113   6.5423985958e-06
 0.9974512   6.2906569161e-06
 0.9974907   6.0483233364e-06
 0.9975298   5.8152849488e-06
 0.9975686   5.5912125206e-06
 0.9976066   5.3781139538e-06
 0.9976442   5.1732444440e-06
 0.9976814   4.9763509413e-06
 0.9977183   4.7871606279e-06
 0.9977549   4.6050780997e-06
 0.9977911   4.4298599885e-06
 0.9978269   4.2612792961e-06
 0.9978624   4.0991989800e-06
 0.9978976   3.9434650851e-06
 0.9979324   3.7938136956e-06
 0.9979669   3.6500095436e-06
 0.9980011   3.5115673308e-06
 0.9980346   3.3797455119e-06
 0.9980678   3.2529246238e-06
 0.9981006   3.1309418379e-06
 0.9981332   3.0136443604e-06
 0.9981655   2.9008348213e-06
 0.9981974   2.7923830941e-06
 0.9982291   2.6881221534e-06
 0.9982604   2.5877659852e-06
 0.9982915   2.4911851133e-06
 0.9983222   2.3982640642e-06
 0.9983527   2.3088727601e-06
 0.9983829   2.2229310903e-06
 0.9984128   2.1403165023e-06
 0.9984424   2.0609003832e-06
 0.9984717   1.9845040977e-06
 0.9985008   1.9109529750e-06
 0.9985295   1.8401787023e-06
 0.9985580   1.7721031600e-06
 0.9985863   1.7066481724e-06
 0.9986142   1.6437698108e-06
 0.9986425   1.5819982546e-06
 0.9986638   1.5365829149e-06
 0.9986916   1.4790062185e-06
 0.9987191   1.4236492380e-06
 0.9987463   1.3704304507e-06
 0.9987733   1.3192922158e-06
 0.9987999   1.2701616619e-06
 0.9988264   1.2229480250e-06
 0.9988525   1.1775951274e-06
 0.9988784   1.1340076910e-06
 0.9989037   1.0925215193e-06
 0.9989288   1.0526160797e-06
 0.9989537   1.0142616388e-06
 0.9989783   9.7738349307e-07
 0.9990026   9.4193731091e-07
 0.9990267   9.0787069958e-07
 0.9990505   8.7512280227e-07
 0.9990741   8.4365328131e-07
 0.9990975   8.1338095622e-07
 0.9991205   7.8427974688e-07
 0.9991434   7.5630679098e-07
 0.9991660   7.2938528940e-07
 0.9991879   7.0404107923e-07
 0.9992093   6.7991559100e-07
 0.9992303   6.5694195716e-07
 0.9992509   6.3506766378e-07
 0.9992710   6.1421440837e-07
 0.9992906   5.9433731780e-07
 0.9993099   5.7538693980e-07
 0.9993287   5.5733587636e-07
 0.9993471   5.4012465262e-07
 0.9993646   5.2415290848e-07
 0.9993827   5.0809158243e-07
 0.9993994   4.9356800582e-07
 0.9994166   4.7896634677e-07
 0.9994326   4.6574800146e-07
 0.9994490   4.5245771718e-07
 0.9994642   4.4042098107e-07
 0.9994799   4.2833148610e-07
 0.9994948   4.1709501566e-07
 0.9995090   4.0662211971e-07
 0.9995235   3.9611017646e-07
 0.9995374   3.8628602804e-07
 0.9995579   3.7222453839e-07
 0.9995710   3.6346701139e-07
 0.9995834   3.5531210208e-07
 0.9995961   3.4713947315e-07
 0.9996080   3.3971599857e-07
 0.9996200   3.3228979209e-07
 0.9996315   3.2536662317e-07
 0.9996424   3.1893119491e-07
 0.9996536   3.1250574092e-07
 0.9996641   3.0654695038e-07
 0.9996743   3.0091996317e-07
 0.9996846   2.9531329545e-07
 0.9996943   2.9018435889e-07
 0.9997036   2.8539016332e-07
 0.9997130   2.8062670694e-07
 0.9997219   2.7619003177e-07
 0.9997305   2.7203764090e-07
 0.9997393   2.6793410628e-07
 0.9997477   2.6408881023e-07
 0.9997557   2.6052415743e-07
 0.9997638   2.5702063960e-07
 0.9997730   2.5315470304e-07
 0.9997825   2.4940031634e-07
 0.9997909   2.4619203603e-07
 0.9997951   2.4463128692e-07
 0.9997994   2.4310618046e-07
 0.9998041   2.4148769156e-07
 0.9998088   2.3991809258e-07
 0.9998153   2.3786853619e-07
 0.9998218   2.3592990890e-07
 0.9998272   2.3444555333e-07
 0.9998305   2.3357588337e-07
 0.9998338   2.3274105574e-07
 0.9998371   2.3194232167e-07
 0.9998405   2.3118145886e-07
 0.9998442   2.3037693712e-07
 0.9998480   2.2961539352e-07
 0.9998528   2.2869412078e-07
 0.9998577   2.2782007999e-07
 0.9998606   2.2730657596e-07
 0.9998647   2.2658804899e-07
 0.9998688   2.2583435003e-07
 0.9998727   2.2504947285e-07
 0.9998783   2.2376337303e-07
 0.9998806   2.2313977971e-07
 0.9998829   2.2245798546e-07
 0.9998856   2.2160777840e-07
 0.9998883   2.2067543940e-07
 0.9998907   2.1977029948e-07
 0.9998931   2.1879883235e-07
 0.9998954   2.1784470083e-07
 0.9998976   2.1684129886e-07
 0.9999003   2.1560607821e-07
 0.9999028   2.1436456649e-07
 0.9999054   2.1306543448e-07
 0.9999081   2.1162939968e-07
 0.9999114   2.0987369080e-07
 0.9999130   2.0896617823e-07
 0.9999146   2.0804199033e-07
 0.9999175   2.0636878155e-07
 0.9999204   2.0464069402e-07
 0.9999229   2.0317113184e-07
 0.9999253   2.0166382487e-07
 0.9999275   2.0032862031e-07
 0.9999296   1.9896926699e-07
 0.9999317   1.9768421843e-07
 0.9999337   1.9637355394e-07
 0.9999355   1.9523064990e-07
 0.9999373   1.9407205296e-07
 0.9999391   1.9290656153e-07
 0.9999409   1.9172069735e-07
 0.9999439   1.8971645460e-07
 0.9999465   1.8801868028e-07
 0.9999491   1.8629620154e-07
 0.9999512   1.8487492039e-07
 0.9999530   1.8367920880e-07
 0.9999548   1.8247400324e-07
 0.9999572   1.8086019718e-07
 0.9999598   1.7909480976e-07
 0.9999624   1.7731153927e-07
 0.9999638   1.7634737524e-07
 0.9999653   1.7538078111e-07
 0.9999669   1.7429944330e-07
 0.9999685   1.7320881879e-07
 0.9999703   1.7197962594e-07
 0.9999721   1.7074107050e-07
 0.9999741   1.6938267998e-07
 0.9999762   1.6801575196e-07
 0.9999776   1.6706173984e-07
 0.9999790   1.6610511262e-07
 0.9999805   1.6513380957e-07
 0.9999819   1.6415911420e-07
 0.9999835   1.6309813688e-07
 0.9999851   1.6203170427e-07
 0.9999867   1.6096149608e-07
 0.9999883   1.5988583892e-07
 0.9999892   1.5931915708e-07
 0.9999900   1.5875375264e-07
 0.9999909   1.5818598386e-07
 0.9999917   1.5761734220e-07
 0.9999926   1.5704749010e-07
 0.9999935   1.5647609523e-07
 0.9999943   1.5590426638e-07
 0.9999952   1.5532987759e-07
 0.9999964   1.5454537049e-07
 0.9999976   1.5375986889e-07
 0.9999988   1.5297976872e-07
 0.9999994   1.5258856894e-07
 1.0000000   1.5167241583e-07
 1.0000017   1.5018826490e-07
 1.0000035   1.4922342371e-07
 1.0000053   1.4825214988e-07
 1.0000070   1.4727532846e-07
 1.0000088   1.4629247923e-07
 1.0000106   1.4530447846e-07
 1.0000124   1.4431151966e-07
 1.0000142   1.4331346619e-07
 1.0000160   1.4231084586e-07
 1.0000179   1.4130352629e-07
 1.0000197   1.4029299929e-07
 1.0000216   1.3928039828e-07
 1.0000234   1.3826778320e-07
 1.0000253   1.3725526101e-07
 1.0000271   1.3624262418e-07
 1.0000290   1.3523060780e-07
 1.0000309   1.3421900038e-07
 1.0000328   1.3320882576e-07
 1.0000346   1.3219925265e-07
 1.0000365   1.3119128925e-07
 1.0000384   1.3018501576e-07
 1.0000403   1.2918021410e-07
 1.0000422   1.2817755998e-07
 1.0000440   1.2717683129e-07
 1.0000459   1.2617810480e-07
 1.0000478   1.2518203289e-07
 1.0000497   1.2418867686e-07
 1.0000516   1.2319781347e-07
 1.0000535   1.2220950921e-07
 1.0000554   1.2122438793e-07
 1.0000573   1.2024222390e-07
 1.0000592   1.1926307425e-07
 1.0000611   1.1828726764e-07
 1.0000630   1.1731485280e-07
 1.0000649   1.1634560974e-07
 1.0000668   1.1538012364e-07
 1.0000687   1.1441817069e-07
 1.0000706   1.1345979643e-07
 1.0000725   1.1250556370e-07
 1.0000744   1.1155498959e-07
 1.0000763   1.1060837196e-07
 1.0000782   1.0966574669e-07
 1.0000801   1.0872739928e-07
 1.0000820   1.0779335766e-07
 1.0000839   1.0686364908e-07
 1.0000858   1.0593830012e-07
 1.0000877   1.0501757848e-07
 1.0000896   1.0410126334e-07
 1.0000915   1.0318961688e-07
 1.0000934   1.0228265672e-07
 1.0000953   1.0138063334e-07
 1.0000972   1.0048332559e-07
 1.0000991   9.9590978634e-08
 1.0001010   9.8703374338e-08
 1.0001029   9.7820527402e-08
 1.0001048   9.6942898373e-08
 1.0001067   9.6070267508e-08
 1.0001086   9.5202641824e-08
 1.0001105   9.4340462277e-08
 1.0001124   9.3483292516e-08
 1.0001143   9.2631351395e-08
 1.0001162   9.1784849471e-08
 1.0001181   9.0943570318e-08
 1.0001199   9.0107512342e-08
 1.0001218   8.9276879102e-08
 1.0001237   8.8451662472e-08
 1.0001256   8.7631853995e-08
 1.0001275   8.6817244977e-08
 1.0001294   8.6008227975e-08
 1.0001313   8.5204591768e-08
 1.0001331   8.4406326601e-08
 1.0001350   8.3613422399e-08
 1.0001369   8.2826059495e-08
 1.0001388   8.2044221794e-08
 1.0001406   8.1267705851e-08
 1.0001425   8.0496685797e-08
 1.0001444   7.9731144828e-08
 1.0001463   7.8971611437e-08
 1.0001481   7.8217692557e-08
 1.0001500   7.7469365685e-08
 1.0001519   7.6726961528e-08
 1.0001538   7.5990097196e-08
 1.0001556   7.5259096461e-08
 1.0001575   7.4533926367e-08
 1.0001593   7.3814214069e-08
 1.0001612   7.3100441509e-08
 1.0001631   7.2392237498e-08
 1.0001649   7.1689904194e-08
 1.0001668   7.0993077019e-08
 1.0001686   7.0302051751e-08
 1.0001705   6.9616630619e-08
 1.0001723   6.8936939704e-08
 1.0001742   6.8262941750e-08
 1.0001760   6.7594443985e-08
 1.0001779   6.6931568108e-08
 1.0001797   6.6274429813e-08
 1.0001816   6.5622836723e-08
 1.0001834   6.4976752236e-08
 1.0001852   6.4336288019e-08
 1.0001871   6.3701403350e-08
 1.0001889   6.3071912485e-08
 1.0001907   6.2448067016e-08
 1.0001926   6.1829680169e-08
 1.0001944   6.1216712060e-08
 1.0001962   6.0609262570e-08
 1.0001981   6.0007149900e-08
 1.0001999   5.9410471625e-08
 1.0002017   5.8819184645e-08
 1.0002035   5.8233246141e-08
 1.0002053   5.7652613573e-08
 1.0002072   5.7077376103e-08
 1.0002090   5.6507357695e-08
 1.0002108   5.5942645488e-08
 1.0002126   5.5383194217e-08
 1.0002144   5.4828958961e-08
 1.0002162   5.4279895140e-08
 1.0002180   5.3735958514e-08
 1.0002198   5.3197227672e-08
 1.0002216   5.2663534098e-08
 1.0002234   5.2134954638e-08
 1.0002252   5.1611442805e-08
 1.0002270   5.1092952510e-08
 1.0002288   5.0579554523e-08
 1.0002306   5.0071084733e-08
 1.0002323   4.9567498258e-08
 1.0002341   4.9068976569e-08
 1.0002359   4.8575245029e-08
 1.0002377   4.8086370688e-08
 1.0002395   4.7602416510e-08
 1.0002412   4.7123224472e-08
 1.0002430   4.6648748831e-08
 1.0002448   4.6179050604e-08
 1.0002465   4.5714186947e-08
 1.0002483   4.5253898663e-08
 1.0002501   4.4798244942e-08
 1.0002518   4.4347281233e-08
 1.0002536   4.3900958257e-08
 1.0002553   4.3459127197e-08
 1.0002571   4.3021940966e-08
 1.0002588   4.2589152701e-08
 1.0002606   4.2160912320e-08
 1.0002623   4.1737074063e-08
 1.0002641   4.1317686872e-08
 1.0002658   4.0902702179e-08
 1.0002675   4.0491978726e-08
 1.0002693   4.0085656443e-08
 1.0002710   3.9683685581e-08
 1.0002727   3.9285836060e-08
 1.0002744   3.8892333397e-08
 1.0002762   3.8502949526e-08
 1.0002779   3.8117815182e-08
 1.0002796   3.7736793905e-08
 1.0002813   3.7359839344e-08
 1.0002830   3.6986990862e-08
 1.0002847   3.6618200644e-08
 1.0002864   3.6253421468e-08
 1.0002881   3.5892606691e-08
 1.0002898   3.5535710243e-08
 1.0002915   3.5182848644e-08
 1.0002932   3.4833731504e-08
 1.0002949   3.4488555103e-08
 1.0002965   3.4147192277e-08
 1.0002982   3.3809675306e-08
 1.0002999   3.3475879816e-08
 1.0003016   3.3145837739e-08
 1.0003032   3.2819427426e-08
 1.0003049   3.2496755286e-08
 1.0003065   3.2177700123e-08
 1.0003082   3.1862291019e-08
 1.0003098   3.1550482117e-08
 1.0003115   3.1242156244e-08
 1.0003131   3.0937413357e-08
 1.0003148   3.0636136792e-08
 1.0003164   3.0338283127e-08
 1.0003180   3.0043947887e-08
 1.0003197   2.9752947779e-08
 1.0003213   2.9465376856e-08
 1.0003229   2.9181122921e-08
 1.0003245   2.8900143553e-08
 1.0003261   2.8622528732e-08
 1.0003277   2.8348102866e-08
 1.0003293   2.8076889967e-08
 1.0003309   2.7808912141e-08
 1.0003325   2.7544126230e-08
 1.0003341   2.7282426885e-08
 1.0003357   2.7023836210e-08
 1.0003373   2.6768312888e-08
 1.0003388   2.6515877258e-08
 1.0003404   2.6266426995e-08
 1.0003420   2.6019982492e-08
 1.0003435   2.5776503123e-08
 1.0003451   2.5535948864e-08
 1.0003466   2.5298338542e-08
 1.0003481   2.5063573981e-08
 1.0003497   2.4831731290e-08
 1.0003512   2.4602656326e-08
 1.0003527   2.4376424262e-08
 1.0003543   2.4152939861e-08
 1.0003558   2.3932220744e-08
 1.0003573   2.3714228488e-08
 1.0003588   2.3498925262e-08
 1.0003603   2.3286273822e-08
 1.0003618   2.3076290632e-08
 1.0003633   2.2868938154e-08
 1.0003647   2.2664179441e-08
 1.0003662   2.2461978127e-08
 1.0003677   2.2262349678e-08
 1.0003691   2.2065257500e-08
 1.0003706   2.1870615225e-08
 1.0003720   2.1678488580e-08
 1.0003735   2.1488791893e-08
 1.0003749   2.1301539902e-08
 1.0003763   2.1116697567e-08
 1.0003778   2.0934182214e-08
 1.0003792   2.0754056753e-08
 1.0003806   2.0576286580e-08
 1.0003820   2.0400790687e-08
 1.0003834   2.0227583378e-08
 1.0003848   2.0056677899e-08
 1.0003862   1.9887994903e-08
 1.0003875   1.9721502547e-08
 1.0003889   1.9557214543e-08
 1.0003903   1.9395098967e-08
 1.0003916   1.9235124427e-08
 1.0003930   1.9077303986e-08
 1.0003943   1.8921606216e-08
 1.0003956   1.8767957011e-08
 1.0003970   1.8616369916e-08
 1.0003983   1.8466857587e-08
 1.0003996   1.8319347463e-08
 1.0004009   1.8173810696e-08
 1.0004022   1.8030301957e-08
 1.0004035   1.7888709027e-08
 1.0004047   1.7749086257e-08
 1.0004060   1.7611364269e-08
 1.0004073   1.7475555916e-08
 1.0004085   1.7341633358e-08
 1.0004098   1.7209529615e-08
 1.0004110   1.7079297364e-08
 1.0004122   1.6950870266e-08
 1.0004135   1.6824222374e-08
 1.0004147   1.6699405096e-08
 1.0004159   1.6576315342e-08
 1.0004171   1.6454966406e-08
 1.0004183   1.6335333297e-08
 1.0004194   1.6217391462e-08
 1.0004206   1.6101153857e-08
 1.0004218   1.5986596001e-08
 1.0004229   1.5873657300e-08
 1.0004241   1.5762351208e-08
 1.0004252   1.5652690571e-08
 1.0004263   1.5544580275e-08
 1.0004274   1.5438069794e-08
 1.0004285   1.5333101127e-08
 1.0004296   1.5229687778e-08
 1.0004307   1.5127773032e-08
 1.0004318   1.5027370705e-08
 1.0004329   1.4928459698e-08
 1.0004340   1.4831019298e-08
 1.0004350   1.4735029172e-08
 1.0004360   1.4640469359e-08
 1.0004371   1.4547320261e-08
 1.0004381   1.4455595926e-08
 1.0004391   1.4365243766e-08
 1.0004401   1.4276245249e-08
 1.0004411   1.4188647522e-08
 1.0004421   1.4102334120e-08
 1.0004431   1.4017352666e-08
 1.0004441   1.3933685379e-08
 1.0004450   1.3851314812e-08
 1.0004460   1.3770223842e-08
 1.0004469   1.3690364147e-08
 1.0004479   1.3611751127e-08
 1.0004488   1.3534368599e-08
 1.0004497   1.3458200682e-08
 1.0004506   1.3383231797e-08
 1.0004515   1.3309446658e-08
 1.0004524   1.3236830266e-08
 1.0004533   1.3165337593e-08
 1.0004541   1.3095014993e-08
 1.0004550   1.3025787833e-08
 1.0004558   1.2957672526e-08
 1.0004567   1.2890655437e-08
 1.0004575   1.2824723189e-08
 1.0004583   1.2759833282e-08
 1.0004591   1.2696031755e-08
 1.0004599   1.2633247367e-08
 1.0004607   1.2571468167e-08
 1.0004615   1.2510711233e-08
 1.0004623   1.2450964647e-08
 1.0004631   1.2392188188e-08
 1.0004638   1.2334370795e-08
 1.0004646   1.2277529887e-08
 1.0004653   1.2221626295e-08
 1.0004660   1.2166649585e-08
 1.0004667   1.2112589526e-08
 1.0004675   1.2059436082e-08
 1.0004682   1.2007151766e-08
 1.0004689   1.1955754813e-08
 1.0004695   1.1905235755e-08
 1.0004702   1.1855721805e-08
 1.0004709   1.1807066247e-08
 1.0004715   1.1759097735e-08
 1.0004722   1.1711917378e-08
 1.0004728   1.1665544105e-08
 1.0004735   1.1619969818e-08
 1.0004741   1.1575186577e-08
 1.0004747   1.1531186599e-08
 1.0004753   1.1487909352e-08
 1.0004759   1.1445400653e-08
 1.0004765   1.1403653164e-08
 1.0004771   1.1362607368e-08
 1.0004777   1.1322282847e-08
 1.0004782   1.1282672964e-08
 1.0004788   1.1243745322e-08
 1.0004793   1.1205493809e-08
 1.0004799   1.1167938148e-08
 1.0004804   1.1131020946e-08
 1.0004809   1.1094787793e-08
 1.0004815   1.1059181866e-08
 1.0004820   1.1024197879e-08
 1.0004825   1.0989855952e-08
 1.0004830   1.0956125541e-08
 1.0004835   1.0923001669e-08
 1.0004839   1.0890454377e-08
 1.0004844   1.0858504108e-08
 1.0004849   1.0827146172e-08
 1.0004853   1.0796326253e-08
 1.0004858   1.0766065061e-08
 1.0004862   1.0736383106e-08
 1.0004867   1.0707202097e-08
 1.0004871   1.0678592157e-08
 1.0004875   1.0650475557e-08
 1.0004880   1.0622873260e-08
 1.0004884   1.0595781648e-08
 1.0004888   1.0569197175e-08
 1.0004892   1.0543092092e-08
 1.0004896   1.0517463173e-08
 1.0004899   1.0492307257e-08
 1.0004903   1.0467621246e-08
 1.0004907   1.0443402103e-08
 1.0004911   1.0419622863e-08
 1.0004914   1.0396280773e-08
 1.0004918   1.0373373136e-08
 1.0004921   1.0350897309e-08
 1.0004925   1.0328850703e-08
 1.0004928   1.0307207045e-08
 1.0004932   1.0285964000e-08
 1.0004935   1.0265142911e-08
 1.0004938   1.0244694214e-08
 1.0004941   1.0224615848e-08
 1.0004944   1.0204929294e-08
 1.0004947   1.0185632437e-08
 1.0004950   1.0166676390e-08
 1.0004953   1.0148082752e-08
 1.0004956   1.0129849662e-08
 1.0004959   1.0111952014e-08
 1.0004962   1.0094411388e-08
 1.0004965   1.0077202831e-08
 1.0004967   1.0060301583e-08
 1.0004970   1.0043752449e-08
 1.0004973   1.0027484515e-08
 1.0004975   1.0011565660e-08
 1.0004978   9.9959252548e-09
 1.0004980   9.9805850533e-09
 1.0004983   9.9655437478e-09
 1.0004985   9.9508000575e-09
 1.0004987   9.9363298484e-09
 1.0004990   9.9221548371e-09
 1.0004992   9.9082510049e-09
 1.0004994   9.8945944849e-09
 1.0004996   9.8812298123e-09
 1.0004998   9.8681104105e-09
 1.0005001   9.8552353500e-09
 1.0005003   9.8426263830e-09
 1.0005005   9.8302372606e-09
 1.0005007   9.8181124069e-09
 1.0005009   9.8062283025e-09
 1.0005011   9.7945615561e-09
 1.0005012   9.7831339523e-09
 1.0005014   9.7719221855e-09
 1.0005016   9.7609255440e-09
 1.0005018   9.7501433299e-09
 1.0005020   9.7395748600e-09
 1.0005021   9.7292194646e-09
 1.0005023   9.7190541093e-09
 1.0005025   9.7091005773e-09
 1.0005026   9.6993359057e-09
 1.0005028   9.6897595449e-09
 1.0005029   9.6803932464e-09
 1.0005031   9.6711918814e-09
 1.0005032   9.6621772447e-09
 1.0005034   9.6533266027e-09
 1.0005035   9.6446617275e-09
 1.0005037   9.6361821334e-09
 1.0005038   9.6278430072e-09
 1.0005040   9.6196882972e-09
 1.0005041   9.6116954152e-09
 1.0005042   9.6038418554e-09
 1.0005044   9.5961714790e-09
 1.0005045   9.5886396998e-09
 1.0005046   9.5812462010e-09
 1.0005047   9.5740127167e-09
 1.0005048   9.5669168644e-09
 1.0005050   9.5599803586e-09
 1.0005051   9.5531588663e-09
 1.0005052   9.5464741300e-09
 1.0005053   9.5399258693e-09
 1.0005054   9.5335138097e-09
 1.0005055   9.5272376826e-09
 1.0005056   9.5210753021e-09
 1.0005057   9.5150264526e-09
 1.0005058   9.5091128183e-09
 1.0005059   9.5033122697e-09
 1.0005060   9.4976246043e-09
 1.0005061   9.4920714798e-09
 1.0005062   9.4866089766e-09
 1.0005063   9.4812587734e-09
 1.0005064   9.4760206836e-09
 1.0005065   9.4708727173e-09
 1.0005066   9.4658365265e-09
 1.0005067   9.4560770006e-09
 1.0005068   9.4513315857e-09
 1.0005069   9.4466973108e-09
 1.0005070   9.4421522732e-09
 1.0005071   9.4333294061e-09
 1.0005072   9.4290513308e-09
 1.0005073   9.4248403000e-09
 1.0005074   9.4167057512e-09
 1.0005075   9.4127603145e-09
 1.0005076   9.4051126134e-09
 1.0005077   9.4014101540e-09
 1.0005078   9.3942042838e-09
 1.0005079   9.3872849278e-09
 1.0005080   9.3839351971e-09
 1.0005081   9.3774336503e-09
 1.0005082   9.3711955402e-09
 1.0005083   9.3651987826e-09
 1.0005084   9.3594429195e-09
 1.0005085   9.3539275113e-09
 1.0005086   9.3486306110e-09
